date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
2018-03-06 18:15:00,49.25,20.52,0.04,0.02,0.9231,1.0,65700,Weekday,Tuesday,Medium_Load
2018-03-06 18:30:00,48.28,31.03,0.0,0.02,0.8412000000000001,1.0,66600,Weekday,Tuesday,Medium_Load
2018-03-06 18:45:00,63.14,31.39,0.0,0.03,0.8954000000000001,1.0,67500,Weekday,Tuesday,Medium_Load
2018-03-06 19:00:00,59.9,24.05,0.0,0.03,0.9279999999999999,1.0,68400,Weekday,Tuesday,Medium_Load
2018-03-06 19:15:00,64.4,28.08,0.0,0.03,0.9167000000000001,1.0,69300,Weekday,Tuesday,Medium_Load
2018-03-06 19:30:00,57.17,21.78,0.0,0.03,0.9345,1.0,70200,Weekday,Tuesday,Medium_Load
2018-03-06 19:45:00,64.19,26.5,0.0,0.03,0.9243000000000001,1.0,71100,Weekday,Tuesday,Medium_Load
2018-03-06 20:00:00,59.33,22.43,0.0,0.03,0.9354,1.0,72000,Weekday,Tuesday,Medium_Load
2018-03-06 20:15:00,55.98,21.85,0.0,0.03,0.9316,1.0,72900,Weekday,Tuesday,Medium_Load
2018-03-06 20:30:00,62.39,24.3,0.0,0.03,0.9318000000000001,1.0,73800,Weekday,Tuesday,Medium_Load
2018-03-06 20:45:00,58.18,16.49,0.0,0.03,0.9621,1.0,74700,Weekday,Tuesday,Medium_Load
2018-03-06 21:00:00,37.76,2.48,5.0,0.02,0.9979,0.9913,75600,Weekday,Tuesday,Medium_Load
2018-03-06 21:15:00,21.38,0.0,16.31,0.01,1.0,0.7951,76500,Weekday,Tuesday,Medium_Load
2018-03-06 21:30:00,8.1,0.0,26.03,0.0,1.0,0.29710000000000003,77400,Weekday,Tuesday,Medium_Load
2018-03-06 21:45:00,5.36,0.0,26.82,0.0,1.0,0.196,78300,Weekday,Tuesday,Medium_Load
2018-03-06 22:00:00,5.36,0.0,26.89,0.0,1.0,0.1955,79200,Weekday,Tuesday,Medium_Load
2018-03-06 22:15:00,5.08,1.73,15.16,0.0,0.9466,0.3177,80100,Weekday,Tuesday,Medium_Load
2018-03-06 22:30:00,4.93,4.75,0.0,0.0,0.7201000000000001,1.0,81000,Weekday,Tuesday,Medium_Load
2018-03-06 22:45:00,4.86,4.68,0.0,0.0,0.7203,1.0,81900,Weekday,Tuesday,Medium_Load
2018-03-06 23:00:00,4.86,4.61,0.0,0.0,0.7254999999999999,1.0,82800,Weekday,Tuesday,Medium_Load
2018-03-06 23:15:00,4.82,4.1,0.0,0.0,0.7617,1.0,83700,Weekday,Tuesday,Light_Load
2018-03-06 23:30:00,4.82,3.85,0.0,0.0,0.7813,1.0,84600,Weekday,Tuesday,Light_Load
2018-03-06 23:45:00,4.79,3.92,0.0,0.0,0.7739,1.0,85500,Weekday,Tuesday,Light_Load
2018-03-07 00:00:00,3.06,2.34,0.0,0.0,0.7944,1.0,0,Weekday,Wednesday,Light_Load
2018-03-07 00:15:00,4.86,4.25,0.0,0.0,0.7528,1.0,900,Weekday,Wednesday,Light_Load
2018-03-07 00:30:00,4.9,4.57,0.0,0.0,0.7313,1.0,1800,Weekday,Wednesday,Light_Load
2018-03-07 00:45:00,4.39,4.43,0.0,0.0,0.7039,1.0,2700,Weekday,Wednesday,Light_Load
2018-03-07 01:00:00,3.53,4.07,0.0,0.0,0.6552,1.0,3600,Weekday,Wednesday,Light_Load
2018-03-07 01:15:00,3.17,3.24,0.0,0.0,0.6993,1.0,4500,Weekday,Wednesday,Light_Load
2018-03-07 01:30:00,3.13,3.02,0.0,0.0,0.7195999999999999,1.0,5400,Weekday,Wednesday,Light_Load
2018-03-07 01:45:00,3.24,3.17,0.0,0.0,0.7148,1.0,6300,Weekday,Wednesday,Light_Load
2018-03-07 02:00:00,3.13,3.06,0.0,0.0,0.7151000000000001,1.0,7200,Weekday,Wednesday,Light_Load
2018-03-07 02:15:00,3.13,2.92,0.0,0.0,0.7312000000000001,1.0,8100,Weekday,Wednesday,Light_Load
2018-03-07 02:30:00,3.17,3.17,0.0,0.0,0.7071,1.0,9000,Weekday,Wednesday,Light_Load
2018-03-07 02:45:00,3.17,3.1,0.0,0.0,0.715,1.0,9900,Weekday,Wednesday,Light_Load
2018-03-07 03:00:00,3.2,3.24,0.0,0.0,0.7027,1.0,10800,Weekday,Wednesday,Light_Load
2018-03-07 03:15:00,3.24,3.31,0.0,0.0,0.6995,1.0,11700,Weekday,Wednesday,Light_Load
2018-03-07 03:30:00,3.71,4.68,0.0,0.0,0.6212,1.0,12600,Weekday,Wednesday,Light_Load
2018-03-07 03:45:00,4.39,4.61,0.0,0.0,0.6896,1.0,13500,Weekday,Wednesday,Light_Load
2018-03-07 04:00:00,3.53,4.0,0.0,0.0,0.6617000000000001,1.0,14400,Weekday,Wednesday,Light_Load
2018-03-07 04:15:00,3.2,3.13,0.0,0.0,0.7149,1.0,15300,Weekday,Wednesday,Light_Load
2018-03-07 04:30:00,3.17,3.24,0.0,0.0,0.6993,1.0,16200,Weekday,Wednesday,Light_Load
2018-03-07 04:45:00,3.17,3.2,0.0,0.0,0.7038,1.0,17100,Weekday,Wednesday,Light_Load
2018-03-07 05:00:00,3.17,3.24,0.0,0.0,0.6993,1.0,18000,Weekday,Wednesday,Light_Load
2018-03-07 05:15:00,3.17,3.2,0.0,0.0,0.7038,1.0,18900,Weekday,Wednesday,Light_Load
2018-03-07 05:30:00,3.24,3.06,0.0,0.0,0.727,1.0,19800,Weekday,Wednesday,Light_Load
2018-03-07 05:45:00,3.17,3.17,0.0,0.0,0.7071,1.0,20700,Weekday,Wednesday,Light_Load
2018-03-07 06:00:00,3.17,3.1,0.0,0.0,0.715,1.0,21600,Weekday,Wednesday,Light_Load
2018-03-07 06:15:00,3.46,3.96,0.0,0.0,0.6579999999999999,1.0,22500,Weekday,Wednesday,Light_Load
2018-03-07 06:30:00,3.71,4.57,0.0,0.0,0.6303,1.0,23400,Weekday,Wednesday,Light_Load
2018-03-07 06:45:00,3.49,3.96,0.0,0.0,0.6612,1.0,24300,Weekday,Wednesday,Light_Load
2018-03-07 07:00:00,3.82,4.32,0.0,0.0,0.6624,1.0,25200,Weekday,Wednesday,Light_Load
2018-03-07 07:15:00,3.64,3.42,0.0,0.0,0.7288,1.0,26100,Weekday,Wednesday,Light_Load
2018-03-07 07:30:00,3.82,3.71,0.0,0.0,0.7173999999999999,1.0,27000,Weekday,Wednesday,Light_Load
2018-03-07 07:45:00,4.72,4.46,0.0,0.0,0.7268000000000001,1.0,27900,Weekday,Wednesday,Light_Load
2018-03-07 08:00:00,32.87,26.21,0.0,0.02,0.7818999999999999,1.0,28800,Weekday,Wednesday,Light_Load
2018-03-07 08:15:00,54.72,42.95,0.0,0.03,0.7866,1.0,29700,Weekday,Wednesday,Light_Load
2018-03-07 08:30:00,85.68,53.75,0.0,0.04,0.8471,1.0,30600,Weekday,Wednesday,Light_Load
2018-03-07 08:45:00,100.87,63.5,0.0,0.05,0.8462999999999999,1.0,31500,Weekday,Wednesday,Light_Load
2018-03-07 09:00:00,90.11,33.88,0.0,0.04,0.9359999999999999,1.0,32400,Weekday,Wednesday,Light_Load
2018-03-07 09:15:00,99.9,30.02,0.0,0.05,0.9577,1.0,33300,Weekday,Wednesday,Medium_Load
2018-03-07 09:30:00,86.58,27.04,0.0,0.04,0.9545,1.0,34200,Weekday,Wednesday,Medium_Load
2018-03-07 09:45:00,111.67,39.46,0.0,0.05,0.9429000000000001,1.0,35100,Weekday,Wednesday,Medium_Load
2018-03-07 10:00:00,96.12,27.32,0.0,0.04,0.9619,1.0,36000,Weekday,Wednesday,Medium_Load
2018-03-07 10:15:00,58.93,8.57,0.0,0.03,0.9895999999999999,1.0,36900,Weekday,Wednesday,Maximum_Load
2018-03-07 10:30:00,94.14,24.59,0.0,0.04,0.9675,1.0,37800,Weekday,Wednesday,Maximum_Load
2018-03-07 10:45:00,109.73,33.3,0.0,0.05,0.9569,1.0,38700,Weekday,Wednesday,Maximum_Load
2018-03-07 11:00:00,85.18,18.83,0.0,0.04,0.9764,1.0,39600,Weekday,Wednesday,Maximum_Load
2018-03-07 11:15:00,97.2,39.56,0.0,0.04,0.9262,1.0,40500,Weekday,Wednesday,Maximum_Load
2018-03-07 11:30:00,61.31,37.12,0.0,0.03,0.8554,1.0,41400,Weekday,Wednesday,Maximum_Load
2018-03-07 11:45:00,51.66,30.17,0.0,0.02,0.8634999999999999,1.0,42300,Weekday,Wednesday,Maximum_Load
2018-03-07 12:00:00,49.25,29.34,0.0,0.02,0.8591,1.0,43200,Weekday,Wednesday,Maximum_Load
2018-03-07 12:15:00,14.44,2.95,17.06,0.01,0.9798,0.6461,44100,Weekday,Wednesday,Medium_Load
2018-03-07 12:30:00,6.44,0.0,26.28,0.0,1.0,0.23800000000000002,45000,Weekday,Wednesday,Medium_Load
2018-03-07 12:45:00,6.95,0.0,25.96,0.0,1.0,0.2586,45900,Weekday,Wednesday,Medium_Load
2018-03-07 13:00:00,6.48,0.0,26.1,0.0,1.0,0.24100000000000002,46800,Weekday,Wednesday,Medium_Load
2018-03-07 13:15:00,62.96,22.14,7.13,0.03,0.9434,0.9936,47700,Weekday,Wednesday,Maximum_Load
2018-03-07 13:30:00,102.28,43.78,0.0,0.05,0.9193000000000001,1.0,48600,Weekday,Wednesday,Maximum_Load
2018-03-07 13:45:00,57.02,20.77,0.0,0.03,0.9396,1.0,49500,Weekday,Wednesday,Maximum_Load
2018-03-07 14:00:00,88.34,29.66,0.0,0.04,0.948,1.0,50400,Weekday,Wednesday,Maximum_Load
2018-03-07 14:15:00,87.44,31.18,0.0,0.04,0.9419,1.0,51300,Weekday,Wednesday,Maximum_Load
2018-03-07 14:30:00,122.87,53.89,0.0,0.06,0.9158,1.0,52200,Weekday,Wednesday,Maximum_Load
2018-03-07 14:45:00,100.44,37.48,0.0,0.05,0.9369,1.0,53100,Weekday,Wednesday,Maximum_Load
2018-03-07 15:00:00,86.04,30.67,0.0,0.04,0.9419,1.0,54000,Weekday,Wednesday,Maximum_Load
2018-03-07 15:15:00,127.12,53.86,0.0,0.06,0.9208,1.0,54900,Weekday,Wednesday,Maximum_Load
2018-03-07 15:30:00,85.68,28.87,0.0,0.04,0.9476,1.0,55800,Weekday,Wednesday,Maximum_Load
2018-03-07 15:45:00,96.44,31.79,0.0,0.04,0.9497,1.0,56700,Weekday,Wednesday,Maximum_Load
2018-03-07 16:00:00,88.09,28.8,0.0,0.04,0.9505,1.0,57600,Weekday,Wednesday,Maximum_Load
2018-03-07 16:15:00,94.75,33.77,0.0,0.04,0.9420000000000001,1.0,58500,Weekday,Wednesday,Maximum_Load
2018-03-07 16:30:00,105.62,36.54,0.0,0.05,0.945,1.0,59400,Weekday,Wednesday,Maximum_Load
2018-03-07 16:45:00,110.88,38.59,0.0,0.05,0.9444,1.0,60300,Weekday,Wednesday,Maximum_Load
2018-03-07 17:00:00,88.16,32.44,0.0,0.04,0.9384999999999999,1.0,61200,Weekday,Wednesday,Maximum_Load
2018-03-07 17:15:00,102.02,34.6,0.0,0.05,0.9470000000000001,1.0,62100,Weekday,Wednesday,Medium_Load
2018-03-07 17:30:00,95.83,32.36,0.0,0.04,0.9473999999999999,1.0,63000,Weekday,Wednesday,Medium_Load
2018-03-07 17:45:00,75.78,20.45,0.0,0.03,0.9655,1.0,63900,Weekday,Wednesday,Medium_Load
2018-03-07 18:00:00,84.35,14.87,0.94,0.04,0.9848,0.9998999999999999,64800,Weekday,Wednesday,Medium_Load
2018-03-07 18:15:00,11.27,0.61,8.14,0.01,0.9984999999999999,0.8107,65700,Weekday,Wednesday,Medium_Load
2018-03-07 18:30:00,7.02,0.0,8.86,0.0,1.0,0.621,66600,Weekday,Wednesday,Medium_Load
2018-03-07 18:45:00,6.08,0.0,22.57,0.0,1.0,0.2601,67500,Weekday,Wednesday,Medium_Load
2018-03-07 19:00:00,6.23,0.0,26.96,0.0,1.0,0.22510000000000002,68400,Weekday,Wednesday,Medium_Load
2018-03-07 19:15:00,6.01,0.0,26.96,0.0,1.0,0.21760000000000002,69300,Weekday,Wednesday,Medium_Load
2018-03-07 19:30:00,5.29,0.0,26.89,0.0,1.0,0.193,70200,Weekday,Wednesday,Medium_Load
2018-03-07 19:45:00,5.36,0.0,26.78,0.0,1.0,0.1963,71100,Weekday,Wednesday,Medium_Load
2018-03-07 20:00:00,5.26,0.0,26.96,0.0,1.0,0.19149999999999998,72000,Weekday,Wednesday,Medium_Load
2018-03-07 20:15:00,5.22,0.0,27.11,0.0,1.0,0.1891,72900,Weekday,Wednesday,Medium_Load
2018-03-07 20:30:00,5.29,0.0,27.04,0.0,1.0,0.192,73800,Weekday,Wednesday,Medium_Load
2018-03-07 20:45:00,5.22,0.0,27.11,0.0,1.0,0.1891,74700,Weekday,Wednesday,Medium_Load
2018-03-07 21:00:00,5.26,0.0,26.89,0.0,1.0,0.192,75600,Weekday,Wednesday,Medium_Load
2018-03-07 21:15:00,5.29,0.0,26.68,0.0,1.0,0.1945,76500,Weekday,Wednesday,Medium_Load
2018-03-07 21:30:00,5.26,0.0,26.6,0.0,1.0,0.19399999999999998,77400,Weekday,Wednesday,Medium_Load
2018-03-07 21:45:00,5.36,0.0,26.6,0.0,1.0,0.1975,78300,Weekday,Wednesday,Medium_Load
2018-03-07 22:00:00,5.29,0.0,26.68,0.0,1.0,0.1945,79200,Weekday,Wednesday,Medium_Load
2018-03-07 22:15:00,5.08,1.55,15.37,0.0,0.9565,0.31379999999999997,80100,Weekday,Wednesday,Medium_Load
2018-03-07 22:30:00,4.82,4.18,0.0,0.0,0.7555,1.0,81000,Weekday,Wednesday,Medium_Load
2018-03-07 22:45:00,4.82,3.96,0.0,0.0,0.7726999999999999,1.0,81900,Weekday,Wednesday,Medium_Load
2018-03-07 23:00:00,3.71,3.53,0.0,0.0,0.7245,1.0,82800,Weekday,Wednesday,Medium_Load
2018-03-07 23:15:00,3.1,2.48,0.0,0.0,0.7809,1.0,83700,Weekday,Wednesday,Light_Load
2018-03-07 23:30:00,3.02,2.3,0.04,0.0,0.7956,0.9998999999999999,84600,Weekday,Wednesday,Light_Load
2018-03-07 23:45:00,3.06,2.38,0.0,0.0,0.7894,1.0,85500,Weekday,Wednesday,Light_Load
2018-03-08 00:00:00,4.86,3.28,0.0,0.0,0.8289,1.0,0,Weekday,Thursday,Light_Load
2018-03-08 00:15:00,3.06,2.3,0.0,0.0,0.7994,1.0,900,Weekday,Thursday,Light_Load
2018-03-08 00:30:00,3.17,2.52,0.0,0.0,0.7828,1.0,1800,Weekday,Thursday,Light_Load
2018-03-08 00:45:00,3.1,2.66,0.0,0.0,0.7589,1.0,2700,Weekday,Thursday,Light_Load
2018-03-08 01:00:00,3.1,2.59,0.0,0.0,0.7674,1.0,3600,Weekday,Thursday,Light_Load
2018-03-08 01:15:00,3.1,2.59,0.0,0.0,0.7674,1.0,4500,Weekday,Thursday,Light_Load
2018-03-08 01:30:00,3.71,3.82,0.0,0.0,0.6967,1.0,5400,Weekday,Thursday,Light_Load
2018-03-08 01:45:00,3.71,3.67,0.0,0.0,0.7109000000000001,1.0,6300,Weekday,Thursday,Light_Load
2018-03-08 02:00:00,3.1,2.59,0.0,0.0,0.7674,1.0,7200,Weekday,Thursday,Light_Load
2018-03-08 02:15:00,3.1,2.7,0.0,0.0,0.7541,1.0,8100,Weekday,Thursday,Light_Load
2018-03-08 02:30:00,3.1,2.59,0.0,0.0,0.7674,1.0,9000,Weekday,Thursday,Light_Load
2018-03-08 02:45:00,3.13,2.7,0.0,0.0,0.7572,1.0,9900,Weekday,Thursday,Light_Load
2018-03-08 03:00:00,3.2,2.66,0.0,0.0,0.769,1.0,10800,Weekday,Thursday,Light_Load
2018-03-08 03:15:00,3.78,3.42,0.04,0.0,0.7415,0.9998999999999999,11700,Weekday,Thursday,Light_Load
2018-03-08 03:30:00,3.2,2.56,0.0,0.0,0.7809,1.0,12600,Weekday,Thursday,Light_Load
2018-03-08 03:45:00,3.06,2.41,0.0,0.0,0.7856000000000001,1.0,13500,Weekday,Thursday,Light_Load
2018-03-08 04:00:00,3.1,2.45,0.0,0.0,0.7846,1.0,14400,Weekday,Thursday,Light_Load
2018-03-08 04:15:00,3.13,2.41,0.0,0.0,0.7923,1.0,15300,Weekday,Thursday,Light_Load
2018-03-08 04:30:00,3.56,3.13,0.0,0.0,0.7509999999999999,1.0,16200,Weekday,Thursday,Light_Load
2018-03-08 04:45:00,3.67,3.46,0.0,0.0,0.7276,1.0,17100,Weekday,Thursday,Light_Load
2018-03-08 05:00:00,3.1,2.48,0.0,0.0,0.7809,1.0,18000,Weekday,Thursday,Light_Load
2018-03-08 05:15:00,3.1,2.38,0.0,0.0,0.7931999999999999,1.0,18900,Weekday,Thursday,Light_Load
2018-03-08 05:30:00,3.13,2.38,0.04,0.0,0.7959999999999999,0.9998999999999999,19800,Weekday,Thursday,Light_Load
2018-03-08 05:45:00,3.06,2.34,0.0,0.0,0.7944,1.0,20700,Weekday,Thursday,Light_Load
2018-03-08 06:00:00,3.1,2.48,0.0,0.0,0.7809,1.0,21600,Weekday,Thursday,Light_Load
2018-03-08 06:15:00,3.06,2.41,0.0,0.0,0.7856000000000001,1.0,22500,Weekday,Thursday,Light_Load
2018-03-08 06:30:00,3.74,3.42,0.0,0.0,0.738,1.0,23400,Weekday,Thursday,Light_Load
2018-03-08 06:45:00,3.24,2.74,0.0,0.0,0.7636,1.0,24300,Weekday,Thursday,Light_Load
2018-03-08 07:00:00,3.06,2.41,0.04,0.0,0.7856000000000001,0.9998999999999999,25200,Weekday,Thursday,Light_Load
2018-03-08 07:15:00,2.95,2.2,0.0,0.0,0.8016,1.0,26100,Weekday,Thursday,Light_Load
2018-03-08 07:30:00,4.82,2.66,0.07,0.0,0.8755,0.9998999999999999,27000,Weekday,Thursday,Light_Load
2018-03-08 07:45:00,5.76,2.77,0.04,0.0,0.9012,1.0,27900,Weekday,Thursday,Light_Load
2018-03-08 08:00:00,5.98,2.41,0.22,0.0,0.9275,0.9993000000000001,28800,Weekday,Thursday,Light_Load
2018-03-08 08:15:00,62.35,40.68,0.0,0.03,0.8375,1.0,29700,Weekday,Thursday,Light_Load
2018-03-08 08:30:00,94.28,57.06,0.0,0.04,0.8554999999999999,1.0,30600,Weekday,Thursday,Light_Load
2018-03-08 08:45:00,104.36,63.9,0.0,0.05,0.8528,1.0,31500,Weekday,Thursday,Light_Load
2018-03-08 09:00:00,96.37,40.68,0.0,0.04,0.9213,1.0,32400,Weekday,Thursday,Light_Load
2018-03-08 09:15:00,93.13,35.82,0.0,0.04,0.9333,1.0,33300,Weekday,Thursday,Medium_Load
2018-03-08 09:30:00,121.57,49.75,0.0,0.06,0.9255,1.0,34200,Weekday,Thursday,Medium_Load
2018-03-08 09:45:00,110.77,43.02,0.0,0.05,0.9322,1.0,35100,Weekday,Thursday,Medium_Load
2018-03-08 10:00:00,108.04,37.58,0.0,0.05,0.9445,1.0,36000,Weekday,Thursday,Medium_Load
2018-03-08 10:15:00,115.45,43.56,0.0,0.05,0.9356,1.0,36900,Weekday,Thursday,Maximum_Load
2018-03-08 10:30:00,100.44,35.42,0.0,0.05,0.9431,1.0,37800,Weekday,Thursday,Maximum_Load
2018-03-08 10:45:00,109.19,43.78,0.0,0.05,0.9281999999999999,1.0,38700,Weekday,Thursday,Maximum_Load
2018-03-08 11:00:00,53.35,15.16,0.0,0.02,0.9619,1.0,39600,Weekday,Thursday,Maximum_Load
2018-03-08 11:15:00,50.47,29.92,0.0,0.02,0.8602,1.0,40500,Weekday,Thursday,Maximum_Load
2018-03-08 11:30:00,52.06,31.36,0.0,0.02,0.8565999999999999,1.0,41400,Weekday,Thursday,Maximum_Load
2018-03-08 11:45:00,77.44,53.68,0.0,0.04,0.8219,1.0,42300,Weekday,Thursday,Maximum_Load
2018-03-08 12:00:00,48.17,28.3,0.0,0.02,0.8622,1.0,43200,Weekday,Thursday,Maximum_Load
2018-03-08 12:15:00,12.92,2.27,18.76,0.01,0.9849,0.5672,44100,Weekday,Thursday,Medium_Load
2018-03-08 12:30:00,9.18,0.0,25.06,0.0,1.0,0.344,45000,Weekday,Thursday,Medium_Load
2018-03-08 12:45:00,9.61,0.0,24.55,0.0,1.0,0.36450000000000005,45900,Weekday,Thursday,Medium_Load
2018-03-08 13:00:00,9.68,0.0,24.62,0.0,1.0,0.36590000000000006,46800,Weekday,Thursday,Medium_Load
2018-03-08 13:15:00,59.36,19.94,2.88,0.03,0.9479000000000001,0.9987999999999999,47700,Weekday,Thursday,Maximum_Load
2018-03-08 13:30:00,63.04,27.54,0.0,0.03,0.9164,1.0,48600,Weekday,Thursday,Maximum_Load
2018-03-08 13:45:00,65.95,24.55,0.0,0.03,0.9372,1.0,49500,Weekday,Thursday,Maximum_Load
2018-03-08 14:00:00,61.06,26.03,0.0,0.03,0.9198999999999999,1.0,50400,Weekday,Thursday,Maximum_Load
2018-03-08 14:15:00,73.04,33.16,0.0,0.03,0.9106000000000001,1.0,51300,Weekday,Thursday,Maximum_Load
2018-03-08 14:30:00,58.61,25.81,0.0,0.03,0.9152,1.0,52200,Weekday,Thursday,Maximum_Load
2018-03-08 14:45:00,75.67,42.66,0.0,0.03,0.8711,1.0,53100,Weekday,Thursday,Maximum_Load
2018-03-08 15:00:00,65.74,30.2,0.0,0.03,0.9087000000000001,1.0,54000,Weekday,Thursday,Maximum_Load
2018-03-08 15:15:00,69.44,40.1,0.0,0.03,0.866,1.0,54900,Weekday,Thursday,Maximum_Load
2018-03-08 15:30:00,57.38,24.01,0.0,0.03,0.9225,1.0,55800,Weekday,Thursday,Maximum_Load
2018-03-08 15:45:00,56.3,22.68,0.0,0.03,0.9276000000000001,1.0,56700,Weekday,Thursday,Maximum_Load
2018-03-08 16:00:00,69.88,34.02,0.0,0.03,0.8991,1.0,57600,Weekday,Thursday,Maximum_Load
2018-03-08 16:15:00,54.83,18.4,0.0,0.03,0.948,1.0,58500,Weekday,Thursday,Maximum_Load
2018-03-08 16:30:00,63.79,28.33,0.0,0.03,0.9139,1.0,59400,Weekday,Thursday,Maximum_Load
2018-03-08 16:45:00,73.66,35.6,0.0,0.03,0.9004000000000001,1.0,60300,Weekday,Thursday,Maximum_Load
2018-03-08 17:00:00,66.24,29.52,0.0,0.03,0.9134,1.0,61200,Weekday,Thursday,Maximum_Load
2018-03-08 17:15:00,66.89,29.41,0.0,0.03,0.9154000000000001,1.0,62100,Weekday,Thursday,Medium_Load
2018-03-08 17:30:00,58.64,22.39,0.0,0.03,0.9342,1.0,63000,Weekday,Thursday,Medium_Load
2018-03-08 17:45:00,38.05,0.94,4.07,0.02,0.9997,0.9943000000000001,63900,Weekday,Thursday,Medium_Load
2018-03-08 18:00:00,34.31,0.4,5.26,0.02,0.9998999999999999,0.9884999999999999,64800,Weekday,Thursday,Medium_Load
2018-03-08 18:15:00,33.88,11.66,0.54,0.02,0.9456,0.9998999999999999,65700,Weekday,Thursday,Medium_Load
2018-03-08 18:30:00,37.4,17.35,0.0,0.02,0.9070999999999999,1.0,66600,Weekday,Thursday,Medium_Load
2018-03-08 18:45:00,37.4,5.26,0.68,0.02,0.9903,0.9998,67500,Weekday,Thursday,Medium_Load
2018-03-08 19:00:00,45.83,6.48,0.54,0.02,0.9902,0.9998999999999999,68400,Weekday,Thursday,Medium_Load
2018-03-08 19:15:00,58.54,20.7,0.18,0.03,0.9428,1.0,69300,Weekday,Thursday,Medium_Load
2018-03-08 19:30:00,38.09,1.69,0.76,0.02,0.9990000000000001,0.9998,70200,Weekday,Thursday,Medium_Load
2018-03-08 19:45:00,37.04,1.62,0.83,0.02,0.9990000000000001,0.9997,71100,Weekday,Thursday,Medium_Load
2018-03-08 20:00:00,36.79,1.48,0.94,0.02,0.9992,0.9997,72000,Weekday,Thursday,Medium_Load
2018-03-08 20:15:00,37.01,1.69,0.86,0.02,0.9990000000000001,0.9997,72900,Weekday,Thursday,Medium_Load
2018-03-08 20:30:00,49.5,8.89,0.61,0.02,0.9843000000000001,0.9998999999999999,73800,Weekday,Thursday,Medium_Load
2018-03-08 20:45:00,63.29,24.16,0.0,0.03,0.9342,1.0,74700,Weekday,Thursday,Medium_Load
2018-03-08 21:00:00,37.76,2.38,1.37,0.02,0.998,0.9993000000000001,75600,Weekday,Thursday,Medium_Load
2018-03-08 21:15:00,8.86,0.0,24.59,0.0,1.0,0.33899999999999997,76500,Weekday,Thursday,Medium_Load
2018-03-08 21:30:00,5.54,0.0,26.93,0.0,1.0,0.20149999999999998,77400,Weekday,Thursday,Medium_Load
2018-03-08 21:45:00,5.47,0.0,26.96,0.0,1.0,0.19879999999999998,78300,Weekday,Thursday,Medium_Load
2018-03-08 22:00:00,5.51,0.0,26.82,0.0,1.0,0.20120000000000002,79200,Weekday,Thursday,Medium_Load
2018-03-08 22:15:00,5.4,1.8,15.44,0.0,0.9487000000000001,0.3301,80100,Weekday,Thursday,Medium_Load
2018-03-08 22:30:00,5.08,4.82,0.0,0.0,0.7254,1.0,81000,Weekday,Thursday,Medium_Load
2018-03-08 22:45:00,5.0,4.54,0.0,0.0,0.7403,1.0,81900,Weekday,Thursday,Medium_Load
2018-03-08 23:00:00,4.93,3.56,0.0,0.0,0.8107,1.0,82800,Weekday,Thursday,Medium_Load
2018-03-08 23:15:00,4.93,3.35,0.0,0.0,0.8271,1.0,83700,Weekday,Thursday,Light_Load
2018-03-08 23:30:00,4.93,3.06,0.0,0.0,0.8495999999999999,1.0,84600,Weekday,Thursday,Light_Load
2018-03-08 23:45:00,4.86,3.06,0.0,0.0,0.8462000000000001,1.0,85500,Weekday,Thursday,Light_Load
2018-03-09 00:00:00,3.74,3.53,0.0,0.0,0.7272,1.0,0,Weekday,Friday,Light_Load
2018-03-09 00:15:00,4.93,3.49,0.0,0.0,0.8162,1.0,900,Weekday,Friday,Light_Load
2018-03-09 00:30:00,4.97,3.67,0.0,0.0,0.8044,1.0,1800,Weekday,Friday,Light_Load
2018-03-09 00:45:00,4.93,3.31,0.0,0.0,0.8301999999999999,1.0,2700,Weekday,Friday,Light_Load
2018-03-09 01:00:00,4.93,3.46,0.0,0.0,0.8184999999999999,1.0,3600,Weekday,Friday,Light_Load
2018-03-09 01:15:00,4.9,3.53,0.0,0.0,0.8114,1.0,4500,Weekday,Friday,Light_Load
2018-03-09 01:30:00,4.93,3.49,0.0,0.0,0.8162,1.0,5400,Weekday,Friday,Light_Load
2018-03-09 01:45:00,5.04,3.85,0.0,0.0,0.7947,1.0,6300,Weekday,Friday,Light_Load
2018-03-09 02:00:00,4.93,3.64,0.0,0.0,0.8045,1.0,7200,Weekday,Friday,Light_Load
2018-03-09 02:15:00,4.97,3.89,0.0,0.0,0.7875,1.0,8100,Weekday,Friday,Light_Load
2018-03-09 02:30:00,4.97,3.85,0.0,0.0,0.7905,1.0,9000,Weekday,Friday,Light_Load
2018-03-09 02:45:00,4.93,3.85,0.0,0.0,0.7881,1.0,9900,Weekday,Friday,Light_Load
2018-03-09 03:00:00,5.08,4.03,0.0,0.0,0.7834,1.0,10800,Weekday,Friday,Light_Load
2018-03-09 03:15:00,5.0,3.82,0.0,0.0,0.7946,1.0,11700,Weekday,Friday,Light_Load
2018-03-09 03:30:00,4.97,4.0,0.0,0.0,0.779,1.0,12600,Weekday,Friday,Light_Load
2018-03-09 03:45:00,5.04,4.03,0.0,0.0,0.7809999999999999,1.0,13500,Weekday,Friday,Light_Load
2018-03-09 04:00:00,4.97,4.03,0.0,0.0,0.7767000000000001,1.0,14400,Weekday,Friday,Light_Load
