Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,temperature_2m,precipitation,relative_humidity_2m,windspeed_10m,temp_rolling_24h,temp_diff_24h,heat_index,is_extreme_hot,is_extreme_cold,humidity_x_temp,windspeed_rolling_6h,Usage_kWh_lag_1,Usage_kWh_lag_2,Usage_kWh_lag_4,Usage_kWh_lag_96,Usage_kWh_rmean_24,Usage_kWh_rstd_24,Usage_kWh_rskew_24,Usage_kWh_rmean_48,Usage_kWh_rstd_48,Usage_kWh_rskew_48,Usage_kWh_rmean_96,Usage_kWh_rstd_96,Usage_kWh_rskew_96,NSM_sin,NSM_cos,Usage_kWh_cA_mean,Usage_kWh_cA_std,Usage_kWh_cA_energy,Usage_kWh_cA_max_abs,Usage_kWh_cD3_mean,Usage_kWh_cD3_std,Usage_kWh_cD3_energy,Usage_kWh_cD3_max_abs,Usage_kWh_cD2_mean,Usage_kWh_cD2_std,Usage_kWh_cD2_energy,Usage_kWh_cD2_max_abs,Usage_kWh_cD1_mean,Usage_kWh_cD1_std,Usage_kWh_cD1_energy,Usage_kWh_cD1_max_abs,Apparent_Power_S,Phase_Angle_Phi,anomaly_idling_score,anomaly_leakage_score,anomaly_overload_score,anomaly_max_score
3.7412257,0.049310315,0.00016581119,7.092953e-08,0.76149184,0.9992431,1214.8494,-7.8632903,0.0020584792,62.789234,15.034568,-4.7988853,4.6209683,-7.4304066,0.00032758713,0.99999666,-427.08286,8.693148,3.0601432,3.0600584,2.9241097,2.528432,3.1635702,0.12076053,2.1366255,4.3172364,2.74788,3.878227,5.813915,8.846093,0.32083228,-0.09372365,0.9972225,20.195217,17.811705,6712.621,45.45947,-3.0196168,5.7921705,204.90163,16.822773,3.6385067,4.513235,513.72595,8.1129265,0.6938735,0.41841173,3.50088,3.556396,3.9624364,0.95695955,0.5614193,0.24012205,0.004154071,0.76248163
78.33737,25.842327,0.0552863,0.03871949,0.9662547,0.9999813,75858.14,-2.5536468,0.0033994853,50.603367,20.930052,-4.1594963,1.1565629,-0.21246241,0.0016253591,0.0050758123,98.299065,21.408222,61.44967,64.52042,64.00801,67.1016,81.21668,20.13557,-0.6278933,79.205605,37.34414,-0.18235412,60.949646,42.66196,0.32186046,-0.9556743,0.6929448,104.42426,94.41085,372757.75,321.66812,-0.9404348,45.87892,35881.906,155.71835,-2.6149056,21.576279,8460.996,59.84007,0.80954057,12.579994,5902.737,38.186386,95.64421,0.23267522,0.22868128,0.7310719,0.002314277,0.6059469
16.789755,17.617443,0.012015244,0.008081122,0.71017057,0.9998388,13295.599,-4.97373,0.0033820241,43.499397,14.199305,-3.223784,-1.7927101,-6.8414564,0.00046113133,0.9999995,-210.38951,11.622706,8.902851,7.3737717,8.539635,20.396828,8.71875,5.2710094,3.8077593,18.091833,10.174357,3.0772955,21.147253,16.017252,2.1552215,0.7217251,0.15520081,86.420166,36.951378,163864.27,129.17406,2.361057,4.704817,197.07915,12.864664,0.8690946,10.783078,4463.1997,32.52687,0.25238493,3.9324381,285.61026,18.525328,27.080355,0.7880013,0.5968713,0.533057,0.024848945,0.6055281
80.20123,24.52965,0.03442321,0.029797357,0.9434842,0.99996847,75614.31,-3.9814594,0.00080966053,55.528076,8.40828,-5.9130774,-0.007981871,-6.625931,0.00029185414,0.99998236,-203.60594,14.710533,65.85759,59.85766,44.942013,21.473198,73.97409,10.295374,-1.2237715,62.30566,19.542448,-0.69614273,36.464394,27.032442,-0.16650724,-0.9431806,0.51412714,81.70476,87.35001,257147.83,240.3158,1.1209748,10.905281,1974.5709,18.370129,2.0463643,8.317338,1388.1365,28.841547,0.95246273,6.506768,1410.2815,22.652119,77.08901,0.2386578,0.20915237,0.7682132,0.0022702217,0.746713
4.716248,0.20446017,15.641809,0.0006549215,0.9610788,0.4247201,41556.45,3.6627603,0.004604432,70.5194,4.0252666,11.30669,-2.4307632,3.4559238,0.0010516942,0.0,343.6398,8.638983,3.4891095,3.4501746,3.481923,11.501159,3.8065028,0.55893534,1.5487026,4.3583746,1.6913049,4.063037,7.0032115,14.751603,4.0258484,0.40014878,-0.7946876,15.519029,9.429799,3918.1199,23.656788,-2.6421657,1.725881,111.86534,4.792286,-2.9362822,1.8092899,75.948364,4.3354607,-1.7753326,1.6360462,91.00564,7.761979,4.9571924,0.21400642,0.7492316,0.6901658,0.000115178525,0.804555
37.699295,30.15829,0.05059991,0.017066136,0.80589795,0.99992704,15751.94,0.15800434,0.005175644,57.171772,7.543418,6.1579676,0.5030567,0.18756972,0.0010712445,0.007042438,137.65755,8.373813,49.355667,40.08077,21.733244,17.657028,23.01968,14.389018,3.046396,23.5611,19.510653,3.133936,15.319047,13.673606,3.8062007,0.8583055,-0.02930865,59.550144,40.405075,127391.31,133.25221,-0.44808125,13.759666,3582.0415,30.036987,-0.878785,14.825436,8418.887,42.49806,0.96455795,4.4373765,572.9686,15.07232,54.822086,0.71066093,0.4290258,0.58662975,0.009533219,0.6842444
128.41335,48.74646,0.002564007,0.045491736,0.82632047,0.9999371,64733.71,15.590406,0.035479303,56.840332,9.773556,4.0087166,4.4001036,15.091949,0.002142936,0.0,505.58774,6.9930916,74.345085,66.82902,72.780716,11.398072,75.876076,31.39797,1.0079156,63.937946,35.56212,-0.4130001,35.32726,38.37246,-0.07153956,-0.8019357,0.16861339,89.200516,90.15617,152822.06,331.58072,-9.329444,62.49243,61055.17,182.62709,0.13271388,17.783337,9643.956,44.672897,-0.2093028,10.966095,3659.0002,36.06014,116.09885,0.6425819,0.44054452,0.20021224,0.6571754,0.8312012
72.90285,34.545807,0.082589336,0.035250124,0.9252919,0.9999401,38737.465,-7.073569,0.0032775074,53.410664,6.4822507,-5.9943194,0.6683273,-7.5723543,0.0009791851,1.0,-353.18707,9.880781,104.49373,87.54395,50.21246,72.38839,67.44831,19.794762,-0.38474476,73.921646,23.44819,-0.36666775,57.97825,31.824846,0.4952922,-0.22503564,0.5425326,158.95512,84.916374,588301.4,330.4692,2.8549118,19.828182,6583.437,63.4743,1.2691252,19.83318,13316.34,63.578743,-0.040895246,15.311337,9664.763,39.124302,96.98545,0.35248685,0.3909937,0.90907943,0.0011710525,0.8869278
12.608296,0.26126438,23.715767,0.0032531535,0.99799883,0.44415486,43781.977,6.8248124,0.009129131,57.35068,3.8722687,1.6686916,2.7007682,8.6338215,0.0013355017,0.0,513.8943,4.337032,10.252597,9.144603,18.252518,8.048459,14.006724,21.408756,-0.2883361,6.8958387,11.925364,1.8807391,8.419767,12.993303,4.483987,0.06952205,-0.99265945,24.61167,27.207047,9775.19,97.2173,-1.3924829,14.293896,3311.3315,45.552326,-1.5731478,5.0864906,1096.6617,12.313354,-1.1626174,4.5073957,812.4143,18.022774,11.432942,0.03335575,0.2533514,0.2568583,0.00035590678,0.41746292
11.9699745,0.31228292,22.881071,0.0047496166,0.99757385,0.23887323,36328.85,2.0626676,0.009605339,30.656364,7.7816734,-0.96794724,1.288739,5.571818,0.0021835566,2.682209e-07,271.0917,6.935209,23.343082,21.169552,12.242075,21.690027,8.090446,21.02436,2.878443,9.934423,9.614835,4.438808,19.138926,30.868639,1.1220256,0.90714765,-0.9969685,41.308926,29.696302,43973.184,111.32408,2.1609037,7.761467,1085.004,32.451107,-1.989409,6.05544,671.5199,14.929169,0.051448103,9.641943,1636.443,23.71998,12.126488,0.02834393,0.31557083,0.7630161,0.0005742833,0.60270226
74.86976,45.953613,0.030620068,0.037273332,0.928286,0.99997795,47298.727,-2.6536028,0.002210185,60.99245,6.408593,0.98247623,-5.7534313,-1.7612966,0.0011356473,0.9744203,-219.34825,6.1859274,80.36881,81.98587,27.741192,108.37432,71.55915,13.342624,-0.19360347,79.44511,27.599884,-0.5662837,67.383316,29.398155,0.18263231,-0.026681723,0.8744167,225.50165,44.396034,609496.5,308.1892,-2.7164571,36.65899,24146.135,102.21396,-0.39351293,26.335604,10870.514,65.824486,0.51074106,17.5267,12760.046,49.711258,89.920815,0.30287918,0.7135011,0.9804658,0.0006383434,0.9863066
9.474189,0.38522485,24.874731,0.0036087108,0.9971121,0.21466339,60776.46,-3.3477254,0.0065523237,55.96818,11.096051,-0.25901008,-3.2455027,-1.6075387,0.0023199618,0.99929994,-124.135826,15.29947,22.035017,53.76165,19.42331,6.7972345,35.754345,21.83053,-0.14218812,33.10568,13.432089,-0.07366798,23.598736,12.858536,1.0934334,-0.15307567,-0.4787572,53.8306,23.575266,50932.984,113.07376,-0.28715202,10.513923,2274.054,30.223656,-1.4251515,5.0281553,556.1132,19.167614,-0.86655116,4.808129,708.85706,16.23276,9.826832,0.018451484,0.3087322,0.8685212,0.0010921061,0.8435126
55.138454,35.33473,0.057821188,0.022286037,0.86875504,0.9996485,25590.791,-8.047903,0.0019682318,24.878828,22.54029,-7.235568,-1.0629013,-8.01175,0.00053197145,1.0,-381.9063,16.187397,50.444843,73.76274,66.02954,47.14119,29.967512,14.459364,0.98338014,29.61198,8.669883,2.1700768,31.468733,10.678262,0.6890863,0.7287258,-0.9528767,122.80782,45.62155,299788.3,198.26176,3.2190163,3.5603507,296.42026,7.456931,-1.176532,7.714657,1548.2592,22.033396,-0.92641884,2.6907449,336.98788,13.056733,70.32529,0.56819004,0.22281627,0.91922885,0.003165029,0.83687854
52.625126,28.743322,0.035008807,0.027823826,0.8993771,0.9999159,51246.695,-4.670653,0.004000363,68.486725,5.860717,-3.8206186,-0.8537595,-5.176038,0.001079768,0.9999882,-360.1059,6.8925986,87.86068,71.08648,75.89746,71.49228,86.08016,27.333664,-0.037203435,86.328156,37.03262,-0.60798395,65.90852,41.035683,0.12492376,0.23979476,0.9802736,223.67258,79.39881,722761.44,368.29288,5.358983,38.008804,12263.029,88.2028,1.0120393,21.072697,6729.0117,53.74547,0.0764963,20.072615,11534.192,54.03187,70.68549,0.3862789,0.9145708,0.5309823,0.00070917606,0.68219405
149.05934,83.77612,0.026937442,0.06598527,0.82467294,0.9998446,62770.074,12.513493,0.009235087,37.435837,6.659923,6.3329277,1.3322265,13.464529,0.0043387115,1.1920929e-07,147.57028,5.6391325,135.89505,122.89154,82.49734,54.40105,72.70923,42.253628,-0.32319987,37.9716,47.418247,-0.47918794,37.071007,40.446033,1.2504377,-0.5742861,-0.942603,135.6311,112.51644,466473.53,360.9635,-7.3472643,47.16125,24411.584,113.6436,1.4884079,23.530066,9189.694,53.5083,-0.4331066,13.689434,5031.3755,41.8973,167.71895,0.61080045,0.20301218,0.32018948,0.71741635,0.7048209
12.928617,13.394402,0.022089284,0.0039089993,0.76174814,0.99975383,7390.2046,-3.7818518,0.0076554446,57.87766,13.100656,-1.1470877,-0.27494517,-3.1274607,0.0004930496,0.9999422,50.692055,12.723038,11.814913,10.806253,23.558527,10.883,27.379932,14.747286,0.79845095,51.06413,23.391842,0.42102462,32.81092,23.069231,1.1404186,0.2204023,0.77412313,130.39192,55.690376,305007.75,238.37553,0.60584426,10.254941,1280.769,20.988674,1.4495308,21.644785,16853.625,56.940716,0.97525936,7.233093,2200.9817,25.662756,14.320547,0.71697253,0.7170961,0.44085208,0.0027889162,0.69561946
16.571066,1.165946,10.770639,0.0048690806,0.9912026,0.84879845,71123.79,9.394127,0.0026594817,65.29578,3.175984,7.8009324,-0.047973286,9.208114,0.0012001395,1.1920929e-07,453.37103,6.249919,13.3387375,17.653484,10.6828,22.823227,21.177237,9.300885,-0.6594104,16.131678,17.826118,0.35585976,20.391634,28.021776,1.0749898,-0.80838037,-0.062087987,34.657776,51.17233,33570.812,123.03241,-1.8993067,13.153982,2872.3418,36.598213,-1.8417345,3.4552057,248.17436,11.454818,-0.57105356,6.6922436,2061.963,21.708607,13.194197,0.06625339,0.3447754,0.71672386,0.00028900802,0.6741785
14.074587,3.4710622,7.730008,0.0055869226,0.9821659,0.88654035,76982.57,-9.095762,0.0052797226,51.660805,9.108817,-6.7276673,-2.41037,-8.919683,0.0006275177,1.0,-399.25107,19.000128,18.69878,23.09543,5.0952477,98.90964,26.49002,7.9409614,-0.006471719,37.009705,14.506053,-1.0382124,35.143806,22.18589,-0.048731733,-0.5600011,0.79654133,63.703487,32.710697,79118.41,117.36337,-0.007850245,14.197375,2581.2598,35.24156,-1.8203466,4.995398,525.12616,13.606879,-0.14353055,1.824125,88.70365,5.9119043,25.40928,0.085798256,0.66051215,0.7260579,0.0010668263,0.7477284
7.506722,0.22323382,21.9072,0.002928772,0.9996818,0.54751784,76998.67,2.3220792,0.0024624646,56.724064,1.8941467,0.5894776,1.0868769,4.868735,0.0006581247,0.00038293004,-31.916607,3.2063873,13.680593,27.5209,17.559578,52.38857,44.289726,30.417652,0.2796076,47.613796,32.95101,0.6999891,55.96142,35.945366,-0.24385294,-0.81367666,0.5849429,154.06984,83.29452,306404.97,297.53992,1.1376733,37.376163,18685.5,110.607185,-2.952315,12.42185,1173.9257,32.82416,-0.38387498,13.335034,8527.928,46.055435,9.273665,0.007747751,0.29465494,0.92997694,0.00028257072,0.95443517
8.164488,0.7640474,4.649344,0.0014907133,0.9197356,0.9806544,53149.996,3.8750777,0.0041206507,51.750248,7.462829,3.3560157,1.2321101,3.9408875,0.00073492527,1.4901161e-07,240.95856,9.641801,7.3712354,11.602212,10.458248,40.77115,9.993946,3.0629535,-0.28538957,7.805395,7.436681,1.7009615,12.731533,15.208459,2.493213,-0.61479664,-0.32181385,21.049364,18.049068,11572.013,41.652363,1.7491666,4.229482,561.21936,12.788392,-2.5158532,2.107033,197.1804,7.6516385,-0.83923626,1.9413701,245.09697,7.8070235,8.252906,0.29768324,0.36940506,0.5092364,0.00022716075,0.5238869
32.006218,4.6580567,1.5881492,0.013452269,0.98018444,0.9950943,63722.055,4.8008747,0.0051044226,37.56838,5.9232817,-1.8568821,1.96099,6.184121,0.00070127845,0.00026476383,131.71371,6.107114,41.17035,54.503387,38.12375,125.07918,49.629288,31.367504,-0.024511516,44.103096,31.566193,0.76640075,61.647766,38.294434,-0.0020804158,-0.25393182,-0.6319808,138.90736,78.58482,382205.97,258.7255,1.4539347,26.005138,12200.176,66.307465,-1.4174507,7.798274,1355.246,25.420801,-0.14358537,10.616581,5117.8013,35.873024,30.966505,0.13127394,0.30708164,0.7901808,0.0006387234,0.7482613
57.220737,9.24246,0.4605814,0.025230328,0.9757449,0.99881285,47853.87,6.6282787,0.0074432194,44.673027,1.7786789,2.2463481,4.576278,10.916219,0.0013150871,0.0,130.65546,2.892466,72.0901,63.497307,52.345886,62.983673,24.780676,30.852627,0.5771219,21.28565,33.19424,-0.05365905,19.400505,36.291344,1.4388272,-0.069204755,-0.8853102,54.425346,71.89649,132264.38,196.74158,-1.1066962,25.690231,16408.652,57.749416,-3.7109852,6.1231446,1175.2004,22.615927,-0.6341242,7.2708325,3779.0461,29.83738,51.956425,0.2973454,0.23510435,0.54936737,0.0015313625,0.45571506
6.0628114,6.1035495,0.0017470836,0.00055715354,0.69733596,0.9996816,24679.107,-6.7840114,0.0010919183,39.72415,14.246053,-4.972376,1.3528434,-5.7304287,0.00037124753,1.0,-379.12503,9.402191,4.7263207,3.925814,4.908265,6.5354476,15.250681,15.454434,2.785926,43.61866,29.091183,-0.13681364,50.509842,26.045643,0.6547804,0.7838375,0.6136041,157.50037,69.159775,463101.1,277.04865,-2.9234562,22.476597,10294.58,55.061783,2.8234496,21.485006,11352.12,59.28889,1.4358004,10.269283,3846.6387,41.362587,7.004559,0.8442075,0.7692136,0.8358152,0.0011882633,0.84109145
11.06955,0.31419668,23.521717,0.004137695,0.9994479,0.3839318,28833.809,10.487059,0.0038052858,41.51394,5.5598927,2.483267,0.7893882,8.88624,0.0006150305,0.0,359.34158,5.0450478,17.50362,28.390188,26.471985,27.499392,46.044586,46.448734,-1.1701055,29.06652,42.039684,0.7243215,42.411217,33.718613,0.4768611,-0.2607296,-0.97334474,96.81103,69.9804,191833.77,258.76828,-0.6467803,40.444267,34826.258,122.19937,-2.0639658,10.252362,1803.2695,26.55394,-0.40803137,13.382331,7105.32,42.284126,10.649281,0.01585978,0.22663441,0.5812283,0.00026784092,0.56413853
11.512637,0.58090234,23.06397,0.005215863,0.9986913,0.29344603,44929.754,0.071276605,0.006231576,53.147873,13.775127,-1.4536531,-3.6278605,3.392706,0.0031244755,0.11233112,55.52407,16.54836,17.705774,30.155178,13.275179,29.860085,45.45765,32.87261,-0.035693355,35.865036,26.703573,0.767137,40.56713,21.566877,0.35204995,-0.494341,-0.90796983,82.27278,51.26108,126828.305,190.16655,-0.4379153,22.41275,7530.2305,64.79651,-1.3253561,10.087339,1453.2659,29.092758,-0.31874916,7.289932,2106.919,27.943356,12.605032,0.015848609,0.27034828,0.8633293,0.0010916144,0.8654577
41.34396,31.923477,0.026572658,0.019156216,0.81254226,0.99992776,16095.297,-6.7890344,0.0036605268,53.750183,12.537222,-5.8496814,0.8518983,-6.072693,0.0011014938,0.99999857,-392.43338,10.252909,34.98687,18.186012,24.788307,70.00495,46.007565,24.180395,2.138562,71.20444,36.1108,0.82554734,65.37086,40.54953,0.56556356,0.612371,0.75424415,209.86394,88.72645,682713.94,354.49796,4.4620776,31.026405,10198.393,76.089676,1.1026627,29.039204,18943.287,78.52016,1.0941525,12.862015,7644.6416,35.60111,44.43315,0.575741,0.79234624,0.49753585,0.0013477877,0.6386859
26.823292,22.81252,0.01189311,0.009808383,0.7837375,0.99993545,22438.191,5.3490005,0.0050485344,47.505615,11.060441,2.3688593,3.702508,-1.4564726,0.00089356303,0.0,216.44818,11.381913,19.142729,14.6006565,23.338062,29.290035,22.872007,10.272209,1.5773253,22.61359,12.608354,1.4174078,32.90524,20.742075,1.6367209,0.69112265,-0.0034408239,100.08289,46.336864,225844.78,175.42789,-4.513979,21.26447,9190.141,59.3772,0.09690953,6.358288,917.4792,22.364653,-1.2721227,4.8993354,1009.0869,15.637675,33.73902,0.6291371,0.77194196,0.6314647,0.012579225,0.8368927
112.72866,54.57357,0.0070635565,0.03401627,0.6379015,0.99912256,32378.816,12.926889,0.028406024,55.406696,19.481495,4.848778,3.3783307,10.597461,0.0021269321,6.0498714e-06,462.2002,15.854023,19.055874,14.326598,52.84594,3.7130687,51.620213,8.293959,1.0692427,55.593987,21.894222,0.25030896,29.213612,23.385029,-0.15669319,-0.34611726,0.6216603,116.41635,93.78613,340629.62,318.55508,-6.941706,22.677132,7200.1626,31.713907,4.1559625,24.909157,18865.742,56.95879,1.1195014,6.608511,1679.275,29.3515,118.47376,0.8186553,0.9097128,0.054109216,0.74784935,0.8897155
63.041927,35.6184,0.11967361,0.037761707,0.84935105,0.999612,6761.596,-4.6869106,0.005997884,50.563538,14.499931,-4.076204,0.16192849,-3.8799453,0.0012898147,0.9999994,-192.24449,11.809722,68.46748,62.825836,51.975143,54.066654,48.696438,15.243704,-0.043850105,63.420307,25.665281,-0.40407068,49.455235,32.562973,0.7607132,0.3823655,0.6858701,167.3153,84.58231,644121.2,306.5338,0.99553436,26.10477,6373.2085,48.874695,-1.6232548,26.770733,11841.859,66.68846,0.59917736,11.483048,8914.974,31.700258,74.86272,0.5806795,0.76945287,0.48947635,0.002587214,0.6291994
88.23843,36.134132,0.039453354,0.032722075,0.9623535,0.99998873,76511.8,-0.9285296,0.0026608587,36.4884,10.960032,0.6914621,-0.8351685,1.4019285,0.0009197891,4.681945e-05,81.097786,9.914434,72.91343,85.08757,65.38265,97.62955,90.56173,28.5466,-0.65018743,75.8577,41.74656,0.21482591,70.28785,39.664234,0.3843345,-0.90038216,0.6424348,154.94063,75.8861,533467.44,317.96753,0.54524004,46.39774,31347.729,117.88248,-0.71754545,27.155558,15297.801,70.25192,0.34184033,16.965696,9289.757,51.630867,91.91165,0.47015357,0.21289365,0.7859398,0.0046023354,0.7265315
75.3062,23.662354,0.021965533,0.031712394,0.949971,0.9999762,82016.914,0.90330905,0.0033355237,71.51756,10.866731,3.136712,2.7447877,3.9099686,0.0007726848,1.2487173e-05,127.656006,13.222343,77.39366,91.43244,63.888817,31.022604,82.38579,13.251957,0.086270064,76.410355,35.432198,-1.281233,43.02176,43.82473,0.111475654,-0.9471413,0.80925417,85.07818,106.560135,185289.17,303.06848,-0.09234843,41.57344,24676.719,132.95201,-0.76613665,13.234212,2988.5303,36.955914,-0.6211868,12.324322,4900.2866,40.11394,80.57906,0.28619224,0.22728057,0.54784447,0.0013276264,0.45829654
28.584358,16.458899,0.0029207033,0.0067895413,0.7327532,0.9998475,19340.076,0.3050584,0.009109354,57.387157,18.011639,2.155302,-0.6086081,3.0119884,0.0004905462,1.7225742e-05,-28.725046,14.504186,26.318169,44.215816,121.4013,9.404599,80.55605,23.88291,0.1708192,81.11978,30.135372,-0.5316157,64.82273,29.194847,-0.25400087,0.084148176,0.9633288,200.46358,46.11857,583789.06,333.2532,-8.46914,42.25615,21493.795,110.89152,3.4499903,24.624826,15332.659,52.425987,1.1428058,13.188923,5406.683,35.21796,24.317627,0.68292856,0.92350084,0.5483219,0.038678773,0.9293707
81.80532,36.94779,0.04789112,0.03434509,0.96374315,0.9999855,80782.695,-4.6952567,0.0014310658,55.66376,16.473845,-1.723369,-0.34040385,-3.1238284,0.0008082688,0.7966107,-50.595165,17.398636,84.345894,94.916435,55.523643,38.12258,84.71835,14.586093,0.11224007,75.34643,37.761272,-1.1779722,58.415714,42.642635,-0.24543375,-0.83273,0.6945593,106.05271,113.882744,324531.28,356.88043,-2.9099183,28.922787,14932.151,97.92704,0.77104014,20.409985,4484.235,54.409607,0.32564697,14.903759,8257.83,46.321617,87.85458,0.2798225,0.20801122,0.8763058,0.0011609495,0.80675477
93.35638,29.072144,0.0038079952,0.030806074,0.83299667,0.99989974,33607.418,-6.0951614,0.013490233,64.967255,12.085121,-4.679503,-5.1674504,-5.2020965,0.0009986162,0.99996185,-388.2762,8.773585,77.905266,111.72747,141.62431,37.639286,102.0543,41.927696,0.09822877,96.632545,44.916992,-1.5768213,73.69012,47.84441,-0.4229486,-0.7812699,0.9826944,238.30676,98.772125,747273.0,406.02203,-8.140395,39.03548,13146.394,142.13747,5.1461945,31.255129,22557.967,81.26795,2.1157105,21.468243,14716.992,54.905663,82.59211,0.43829533,0.6304364,0.46706742,0.07939511,0.68471074
4.632903,2.9551136,0.001122663,0.00017826259,0.64776874,0.9998463,12612.459,-4.077742,0.004434201,48.11708,8.392916,-0.8828039,-3.2901602,-6.6135297,0.00046929717,0.91562027,-277.5818,8.941469,3.82753,4.505149,10.0303545,3.0199084,8.955327,5.1847534,2.247013,16.401787,12.324421,1.1911964,19.191011,14.95301,0.24100927,0.82101035,0.74740523,49.18833,48.43067,84875.45,108.72236,-6.056581,7.4072237,639.2741,17.77832,3.5486608,4.121289,365.60495,11.282755,1.273358,2.7620382,312.861,16.088354,4.8278403,0.8897996,0.5642167,0.47806177,0.011502653,0.69770396
5.52506,0.17142369,26.609858,0.0012941072,0.9992198,0.1879588,61749.316,-3.472188,0.0047909976,61.882072,4.6496706,-1.7265714,-1.1465029,-2.562504,0.0010443032,0.98841083,-56.74726,8.90247,8.909784,13.321316,9.574404,22.552513,31.255846,15.311133,-1.1491069,35.54707,13.459343,0.68900627,41.56207,18.515345,-0.07747086,0.2204749,-0.30478296,91.84975,36.14516,181393.72,148.472,1.2623391,14.634841,2802.1946,42.21145,-1.8506268,12.266812,2980.3652,41.789375,0.09116411,7.0180182,2038.6843,21.419954,6.220781,0.009210369,0.70628047,0.8244629,0.00045602024,0.8619744
51.79598,14.6025915,0.47021464,0.03379793,0.9783436,0.99982256,61754.64,10.1983595,0.003934336,63.641953,1.4162459,4.1498814,0.67574584,10.952954,0.00075533986,0.0,456.2148,2.958765,74.47309,69.84854,91.44385,126.20094,78.3932,20.515703,-2.0235462,68.444084,30.854946,-1.9487615,74.362335,34.96875,-0.35387358,-0.8196007,0.10190665,224.7485,61.603397,721065.06,286.06003,-4.4936404,28.513306,14240.8,85.53289,2.7634726,31.559378,14966.987,94.964355,1.2871261,17.784159,10506.005,49.378963,64.8363,0.19153218,0.27175793,0.46533847,0.0024181902,0.49832922
14.708195,1.7815264,14.433174,0.0040861354,0.97963285,0.5345296,73228.26,0.6382495,0.007921117,53.762947,14.441055,4.9979725,-4.206185,3.8621976,0.0015637875,0.44952315,152.06818,19.679977,16.944288,20.61763,10.556171,43.578808,18.167437,6.8846335,1.1515565,14.881381,8.805355,1.5146745,20.466738,17.996742,0.38566005,-0.46705386,0.009528455,39.804142,20.459375,37873.625,63.34415,1.7135794,8.879182,1756.4288,24.562317,-3.0851831,2.4608266,396.8657,11.395656,-0.54151106,2.123348,348.19455,7.499508,12.84806,0.09123911,0.52561885,0.74284595,0.0009224117,0.702279
63.858433,38.208233,0.031189488,0.024962991,0.8209773,0.99979496,13156.052,-3.257012,0.0070218355,52.408836,10.868126,-4.6104865,-2.2583787,-3.2991364,0.0011454821,0.9999926,-225.31163,10.72485,81.82902,87.92764,76.82278,46.803123,52.516285,33.180035,1.6475005,57.537518,32.19619,0.15155345,55.321693,37.507504,0.4731921,0.3895158,0.23216239,185.25545,105.10572,773726.8,358.0432,-1.7220496,34.14097,13137.418,74.96846,0.080348015,12.46067,4126.2246,28.24418,0.7637412,11.824376,6190.4365,28.281364,69.422035,0.58530444,0.44785756,0.64447737,0.004366927,0.6619799
54.650867,23.37268,0.1364448,0.033017203,0.90681267,0.99971694,77603.54,-7.474661,0.018484443,51.277905,9.256196,-6.2508183,3.039385,-7.710975,0.0015216768,0.99998605,-289.61307,10.0919,58.72973,38.869728,36.58363,104.71902,49.496983,31.364767,1.2356067,75.60403,39.97875,-1.1817224,57.169018,43.56297,0.35043263,-0.8712441,0.98982066,143.22449,83.39082,405586.94,322.57553,-3.908607,40.601265,15903.867,119.58737,0.91938436,21.763184,8005.8613,47.05636,0.6465133,12.28991,3715.9746,40.260147,58.180016,0.15539028,0.8107956,0.39575323,0.0011836588,0.59076416
45.265038,11.838109,0.12114084,0.013908538,0.8996784,0.99994045,67024.375,9.188368,0.0075224517,71.80067,3.393414,6.640717,2.5880287,10.234057,0.0007966757,0.0,531.24634,4.544876,53.111,74.71287,74.89155,6.7750297,38.436657,12.622069,-1.0457528,24.078487,20.890324,0.6720173,11.09385,15.333974,1.8364507,-0.56489533,0.33528256,38.01052,41.421238,41425.74,145.23427,-0.10631044,17.504147,5411.552,46.699818,-1.6105165,4.0438185,770.19,11.54569,-1.249836,5.7716494,758.30273,15.813787,31.423714,0.49119002,0.2357147,0.51923555,0.00088519603,0.46015278
151.893,85.27893,0.008796889,0.06698348,0.7892443,0.99978065,46633.785,8.96541,0.015580756,51.15816,9.949186,4.1150413,-0.48678833,8.509939,0.004581839,0.0,272.7657,7.4863076,109.15728,108.89708,105.96526,33.833088,70.56982,32.18929,0.8002543,60.7912,39.99773,0.4398231,61.415592,38.968216,-0.015693277,0.399805,-0.85230273,179.89377,110.125084,728985.25,356.64758,-6.548719,40.73729,30030.96,97.9679,0.87774855,15.490469,9115.15,34.673996,1.1646008,8.014159,3192.5369,12.613363,168.27838,0.5907755,0.2934945,0.3145362,0.74731225,0.9377592
9.507617,5.0804734,0.0014292115,0.0009297672,0.76538944,0.9986049,8140.4795,-8.625327,0.004240626,43.57717,13.269785,-6.6005526,1.5826237,-8.469341,0.00034153461,1.0,-431.5398,7.5418534,3.503968,3.3835442,6.4859133,3.240596,8.555472,6.160947,2.851414,25.6591,22.096777,-0.027595809,33.948307,41.492752,-0.6180024,0.7038173,0.23958997,159.94739,132.30046,649525.0,312.67075,-9.488932,8.189,387.42682,13.624307,6.070203,14.929217,3061.5266,31.784136,2.8616354,10.773464,2248.0671,40.244915,8.096458,0.6321044,0.6536471,0.17332855,0.030364953,0.6072506
